-0,     -2.75151e-06
-1,     -3.25738e-06
-2,     -8.97782e-06
-3,     -1.43526e-05
-4,     -1.95094e-05
-5,     -2.43476e-05
-6,     -2.89064e-05
-7,     -3.31586e-05
-8,     -3.71414e-05
-9,     -4.08356e-05
-10,    -4.4265e-05
-11,    -4.74462e-05
-12,    -5.03582e-05
-13,    -5.30412e-05
-14,    -5.54738e-05
-15,    -5.76914e-05
-16,    -5.96818e-05
-17,    -6.14732e-05
-18,    -6.30622e-05
-19,    -6.4478e-05
-20,    -6.57214e-05
-21,    -6.68176e-05
-22,    -6.77708e-05
-23,    -6.86036e-05
-24,    -6.93252e-05
-25,    -6.99504e-05
-26,    -7.0486e-05
-27,    -7.09474e-05
-28,    -7.13354e-05
-29,    -7.16632e-05
-30,    -7.19372e-05
-31,    -7.2168e-05
-32,    -7.2359e-05
-33,    -7.25186e-05
-34,    -7.26484e-05
-35,    -7.2757e-05
-36,    -7.28466e-05
-37,    -7.29162e-05
-38,    -7.29756e-05
-39,    -7.30234e-05
-40,    -7.30604e-05
-41,    -7.30898e-05
-42,    -7.31126e-05
-43,    -7.31288e-05
-44,    -7.31416e-05
-45,    -7.31526e-05
-46,    -7.31596e-05
-47,    -7.31668e-05
-48,    -7.31752e-05
-49,    -7.3181e-05
-50,    -7.31882e-05
-51,    -7.31918e-05
-52,    -7.31936e-05
-53,    -7.31932e-05
-54,    -7.31916e-05
-55,    -7.31874e-05
-56,    -7.31838e-05
-57,    -7.31828e-05
-58,    -7.31846e-05
-59,    -7.3182e-05
-60,    -7.31836e-05
-61,    -7.31814e-05
-62,    -7.31776e-05
-63,    -7.31726e-05
-64,    -7.31694e-05
-65,    -7.31648e-05
-66,    -7.31572e-05
-67,    -7.31512e-05
-68,    -7.3147e-05
-69,    -7.3144e-05
-70,    -7.31412e-05
-71,    -7.3139e-05
-72,    -7.31392e-05
-73,    -7.31354e-05
-74,    -7.3132e-05
-75,    -7.31268e-05
-76,    -7.31218e-05
-77,    -7.31166e-05
-78,    -7.31104e-05
-79,    -7.31062e-05
-80,    -7.31002e-05